"Company","Position_Title","Review_Title","Cons","Pros","Review_Date","C_F_Employee"
"Airbnb","Data Engineer","Solid data culture although leadership can sometimes have flaws","* Leadership can often go in seemingly inconsistent directions","* Strongly data driven
* Great culture
* Treat employees well","Oct 2, 2022","Current"
"Airbnb","Senior Software Engineer","airbnb","lots of top down decision making","Work life balance at times","Apr 29, 2022","Current"
"Airbnb","Software Engineer (Junior Programmer)","The journey in the real estate giant","It's good job if you are a host however, Air BnB is horrible when it comes to compensation for guest damages.","Free and good healthcare, travel coupon, opportunity to give your project ideas a go, office culture and food (before covid)","Mar 17, 2022","Current"
"Airbnb","Software Engineer","Really can’t complain","The code base is pretty large and convoluted/jumbled. Still transitioning from being a startup.","Culture fit is really important at Airbnb. Generally, the people here are very friendly and helpful to each other. Also, compensation is pretty generous.","Mar 10, 2022","Current"
"Airbnb","Software Engineer","Good WLB","less career growth
not very technical","good work life balance
nice people
good compensation","Nov 20, 2021","Former"
"Airbnb","Software Engineer","Good culture","Covid hits, lay-offs, lack of leadership","Good culture
Good food and pay","Aug 24, 2021","Current"
"Airbnb","Software Engineer","As family work space","Difficult to interact with top administrators","Work friendly culture and nice space for programming","Aug 19, 2021","Current"
"Airbnb","Senior Software Engineer","Good","Need to work hard in the comp","Great potential and everyone is nice","Jul 4, 2021","Current"
"Airbnb","Junior Software Engineer","Nice place","Too much pressure, uncertainty on next year employment","Healthy workflow, easy going mates.","May 31, 2021","Current"
"Airbnb","Senior Software Engineer","Good WLB","Poor management and low productivity","Good work life balance here","Apr 10, 2021","Former"
"Airbnb","Software Engineer","Good WLB","Not as data driven as other unicorn","Great compensation, good work life balance","Jan 21, 2021","Current"
"Airbnb","Engineer Manager","Good Company","Hit hard by COVID 19","Good company and good benefits","Sep 29, 2020","Current"
"Airbnb","Senior Software Engineer","Huge changes over past few years","recently there has been a strong focus on hotels and pro hosts.","great people. do a lot of good.","Jul 20, 2020","Current"
"Airbnb","Engineering Manager","Feels too much like a big Corp for a pre-IPO company","- product decisions very top down
- not data driven enough
- some leaders like to empire building","- good $$$
- impactful product with real product market fit
- leaders care about the growth and wellbeing of employees","Jun 25, 2020","Current"
